solid_SIDIS_hgc_chamber  |                root  |       solid_SIDIS_hgc_chamber  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | CCCC33   |            Polycone  |0*deg 360*deg 2*counts 85.5*cm 89*cm 260*cm 260*cm 326*cm 426*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_backend_23  |solid_SIDIS_hgc_pmt_23  |solid_SIDIS_hgc_pmt_backend_23  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_24  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_24  |210.771470887182*cm 44.8008347518387*cm 343.739150206575*cm  |      ordered: zxy -372*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_24  |solid_SIDIS_hgc_pmt_24  |solid_SIDIS_hgc_pmt_surface_24  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2440000 
solid_SIDIS_hgc_pmt_backend_24  |solid_SIDIS_hgc_pmt_24  |solid_SIDIS_hgc_pmt_backend_24  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_25  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_25  |196.850991561251*cm 87.6436812084027*cm 343.739150206575*cm  |      ordered: zxy -384*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_25  |solid_SIDIS_hgc_pmt_25  |solid_SIDIS_hgc_pmt_surface_25  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2450000 
solid_SIDIS_hgc_pmt_backend_25  |solid_SIDIS_hgc_pmt_25  |solid_SIDIS_hgc_pmt_backend_25  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_26  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_26  |174.327179600675*cm 126.656078365319*cm 343.739150206575*cm  |      ordered: zxy -396*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_26  |solid_SIDIS_hgc_pmt_26  |solid_SIDIS_hgc_pmt_surface_26  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2460000 
solid_SIDIS_hgc_pmt_backend_26  |solid_SIDIS_hgc_pmt_26  |solid_SIDIS_hgc_pmt_backend_26  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_27  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_27  |144.184433635911*cm 160.132997322537*cm 343.739150206575*cm  |      ordered: zxy -408*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_27  |solid_SIDIS_hgc_pmt_27  |solid_SIDIS_hgc_pmt_surface_27  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2470000 
solid_SIDIS_hgc_pmt_backend_27  |solid_SIDIS_hgc_pmt_27  |solid_SIDIS_hgc_pmt_backend_27  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_28  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_28  |107.740136261782*cm 186.611336131277*cm 343.739150206575*cm  |      ordered: zxy -420*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_28  |solid_SIDIS_hgc_pmt_28  |solid_SIDIS_hgc_pmt_surface_28  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2480000 
solid_SIDIS_hgc_pmt_backend_28  |solid_SIDIS_hgc_pmt_28  |solid_SIDIS_hgc_pmt_backend_28  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_29  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_29  |66.587078098538*cm 204.933864367769*cm 343.739150206575*cm  |      ordered: zxy -432*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_29  |solid_SIDIS_hgc_pmt_29  |solid_SIDIS_hgc_pmt_surface_29  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2490000 
solid_SIDIS_hgc_pmt_backend_29  |solid_SIDIS_hgc_pmt_29  |solid_SIDIS_hgc_pmt_backend_29  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_30  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_30  |22.5238452010581*cm 214.299799654052*cm 343.739150206575*cm  |      ordered: zxy -444*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_30  |solid_SIDIS_hgc_pmt_30  |solid_SIDIS_hgc_pmt_surface_30  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2500000 
solid_SIDIS_hgc_pmt_backend_30  |solid_SIDIS_hgc_pmt_30  |solid_SIDIS_hgc_pmt_backend_30  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.65*cm 10.65*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_cons_1  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_1  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_1  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_1  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_1  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_1  |                                  0*cm 0*cm 376*cm  |                     0*deg 0*deg -96*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_1 * solid_SIDIS_hgc_mirror_sphere_1  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_2  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_2  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_2  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_2  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_2  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_2  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -108*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_2 * solid_SIDIS_hgc_mirror_sphere_2  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_3  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_3  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_3  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_3  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_3  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_3  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -120*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_3 * solid_SIDIS_hgc_mirror_sphere_3  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_4  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_4  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_4  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_4  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_4  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_4  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -132*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_4 * solid_SIDIS_hgc_mirror_sphere_4  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_5  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_5  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_5  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_5  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_5  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_5  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -144*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_5 * solid_SIDIS_hgc_mirror_sphere_5  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_6  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_6  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_6  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_6  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_6  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_6  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -156*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_6 * solid_SIDIS_hgc_mirror_sphere_6  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_7  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_7  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_7  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_7  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_7  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_7  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -168*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_7 * solid_SIDIS_hgc_mirror_sphere_7  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_8  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_8  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_8  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_8  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_8  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_8  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -180*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_8 * solid_SIDIS_hgc_mirror_sphere_8  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_9  | solid_SIDIS_hgc_gas  | solid_SIDIS_hgc_mirror_cons_9  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_9  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_9  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_9  | solid_SIDIS_hgc_gas  |      solid_SIDIS_hgc_mirror_9  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -192*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_9 * solid_SIDIS_hgc_mirror_sphere_9  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_10  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_10  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_10  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_10  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_10  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_mirror_10  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -204*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_10 * solid_SIDIS_hgc_mirror_sphere_10  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_11  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_11  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_11  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_11  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_11  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_mirror_11  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -216*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_11 * solid_SIDIS_hgc_mirror_sphere_11  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_12  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_12  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_12  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_12  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_12  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_mirror_12  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -228*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_12 * solid_SIDIS_hgc_mirror_sphere_12  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_13  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_13  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_13  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_13  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_13  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_mirror_13  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -240*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_13 * solid_SIDIS_hgc_mirror_sphere_13  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_14  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_14  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_sphere_14  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_sphere_14  |           199.226343*cm 0.000000*cm 210.119873*cm  |                       0*deg 0*deg 0*deg  | 808080   |              Sphere  |                  210*cm 210.3*cm 0*deg 360*deg 0*deg 90*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_mirror_14  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_mirror_14  |                                  0*cm 0*cm 376*cm  |                    0*deg 0*deg -252*deg  | 808080   |Operation:@ solid_SIDIS_hgc_mirror_cons_14 * solid_SIDIS_hgc_mirror_sphere_14  |                                                           0  |         SL_HGC_CFRP  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_mirror_cons_15  | solid_SIDIS_hgc_gas  |solid_SIDIS_hgc_mirror_cons_15  |                                  0*cm 0*cm 376*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |80.6081183520297*cm 193.839877288033*cm 92.532396214756*cm 222.514415348393*cm 50*cm -6*deg 12*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
